"","ID","Year","Month","Lat","Lon","Depth","Catch_w","Catch_n","Catch_w_m","Catch_w_f","Tow_length_nm","Sample_size","Female","Male","Juvenile","Adult","Female2","Male2","Juvenile2","Adult2","Day","DOY"
"2212","200858",2008,10,44.06388,-68.12458,54.2,24.07,41,8.32,15.75,0.84,41,31,10,0,41,31,10,0,41,23,297
"2213","200859",2008,10,44.05798,-68.05455,60.3,3.8,5,0.7,3.1,0.797,5,4,1,0,5,4,1,0,5,23,297
"2214","20086",2008,10,42.97912,-70.37343,64.7,0,0,0,0,0.844,0,0,0,0,0,0,0,0,0,1,275
"2215","200860",2008,10,43.92442,-68.13517,77.6,0,0,0,0,0.803,0,0,0,0,0,0,0,0,0,23,297
"2216","200861",2008,10,44.00607,-68.30143,49.7,25.26,46,14.48,10.78,0.721,46,25,21,0,46,25,21,0,46,23,297
"2217","200862",2008,10,44.43975,-68.2328,23.6,18,56,13.36,4.64,0.814,56,15,41,0,56,15,41,0,56,24,298
"2218","200863",2008,10,44.4574,-68.22713,12.6,6.6,21,3.58,3.02,0.799,21,11,10,1,20,11,10,1,20,24,298
"2219","200864",2008,10,44.44145,-68.16387,19,36.86,146,21.12,15.74,0.82,146,62,84,9,137,62,84,9,137,24,298
"2220","200865",2008,10,44.37253,-68.1696,24.8,58.66,257,33.18,25.48,0.836,257,107,150,45,212,107,150,45,212,24,298
"2221","200866",2008,10,44.2848,-68.13032,34.8,91.36,352,45.7,45.66,0.502,352,176,176,46,306,176,176,46,306,24,298
"2222","200867",2008,10,44.25737,-68.13282,36.6,156.64,652,72.1,84.54,0.811,652,344,308,103,549,344,308,103,549,25,299
"2223","200868",2008,10,44.16365,-67.81662,73.9,7.72,5,7.56,0.16,0.787,5,1,4,1,4,1,4,1,4,28,302
"2224","200869",2008,10,44.15775,-67.7853,79.1,0,0,0,0,0.788,0,0,0,0,0,0,0,0,0,28,302
"2225","20087",2008,10,43.02943,-70.4451,52.4,1.54,4,0.82,0.72,0.817,4,2,2,0,4,2,2,0,4,1,275
"2226","200870",2008,10,44.21552,-67.7593,67.6,11.32,8,7.26,4.06,0.837,8,5,3,0,8,5,3,0,8,28,302
"2227","200871",2008,10,44.47222,-67.8338,9.5,19.06,120,11.12,7.94,0.681,120,56,64,55,65,56,64,55,65,30,304
"2228","200872",2008,10,44.2643,-67.80602,45.1,26.1,58,11.02,15.08,0.803,58,35,23,0,58,35,23,0,58,31,305
"2229","200873",2008,10,44.30433,-67.68377,48.4,23.26,38,12.04,11.22,0.773,38,21,17,0,38,21,17,0,38,31,305
"2230","200874",2008,10,44.28775,-67.62388,53.5,19.52,33,6.8,12.72,0.805,33,21,12,0,33,21,12,0,33,31,305
"2231","200875",2008,11,44.5837,-67.45293,8.6,6.38,51,3.08,3.3,0.341,51,27,24,32,19,27,24,32,19,1,306
"2232","200876",2008,11,44.59938,-67.43645,9.6,7.46,72,4.34,3.12,0.805,72,34,38,44,28,34,38,44,28,1,306
"2233","200877",2008,11,44.58925,-67.2961,29.8,21.98,95,8.76,13.22,0.926,95,57,38,11,84,57,38,11,84,1,306
"2234","200878",2008,11,44.51248,-67.45008,28.8,101.16,355,52.82,48.34,0.774,355,172,183,29,326,172,183,29,326,2,307
"2235","200879",2008,11,44.49432,-67.4348,38.2,79.56,262,36.32,43.24,0.831,262,135,127,10,252,135,127,10,252,2,307
"2236","20088",2008,10,43.08273,-70.45283,43.6,6.62,27,2.4,4.22,0.851,27,17,10,0,27,17,10,0,27,1,275
"2237","20089",2008,10,43.07835,-70.52085,34.1,32.86,121,18.34,14.52,0.84,121,60,61,15,106,60,61,15,106,1,275
"2238","20091",2009,10,42.95242,-70.64688,25.4,25.38,120,14.36,11.02,0.887,120,49,71,24,96,49,71,24,96,5,278
"2239","200910",2009,10,43.16943,-70.4413,34.5,37,156,20.44,16.56,0.847,156,74,82,18,138,74,82,18,138,6,279
"2240","200911",2009,10,43.16312,-70.3108,62.6,0.08,1,0,0,0.881,1,1,0,0,1,1,0,0,1,7,280
"2241","200912",2009,10,43.24105,-70.1774,69.4,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,7,280
"2242","200913",2009,10,43.36233,-70.10673,72.4,0,0,0,0,0.866,0,0,0,0,0,0,0,0,0,7,280
"2243","200914",2009,10,43.4019,-70.13012,59.3,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,7,280
"2244","200915",2009,10,43.55187,-70.28275,3.3,1.44,6,1.12,0.32,0.576,6,1,5,0,6,1,5,0,6,8,281
"2245","200916",2009,10,43.50108,-70.34808,8.2,7.58,29,4.18,3.4,0.803,29,15,14,7,22,15,14,7,22,8,281
"2246","200917",2009,10,43.42303,-70.28948,31.5,33.92,186,19,14.92,0.585,186,91,95,58,128,91,95,58,128,8,281
"2247","200918",2009,10,43.39547,-70.25067,46.4,20.98,88,13.8,7.18,0.796,88,29,59,5,83,29,59,5,83,8,281
"2248","200919",2009,10,43.43183,-70.22053,48.6,15.62,55,8.64,6.98,0.821,55,26,29,1,54,26,29,1,54,8,281
"2249","20092",2009,10,42.8912,-70.60727,42.5,8.14,21,5.8,2.34,0.865,21,9,12,0,21,9,12,0,21,5,278
"2250","200920",2009,10,43.49023,-70.21178,34.7,76.9,352,42.26,34.64,0.815,352,153,199,70,282,153,199,70,282,8,281
"2251","200921",2009,10,43.47117,-70.02542,63.1,0,0,0,0,0.825,0,0,0,0,0,0,0,0,0,12,285
"2252","200922",2009,10,43.46987,-69.94075,67.8,0,0,0,0,0.872,0,0,0,0,0,0,0,0,0,12,285
"2253","200923",2009,10,43.57873,-69.80213,53.3,0,0,0,0,0.711,0,0,0,0,0,0,0,0,0,12,285
"2254","200924",2009,10,43.61165,-69.86067,41.9,18.46,46,10.72,7.74,0.846,46,29,17,5,41,29,17,5,41,12,285
"2255","200925",2009,10,43.59137,-69.94907,49.6,12.76,37,10.42,2.34,0.817,37,11,26,6,31,11,26,6,31,12,285
"2256","200926",2009,10,43.70628,-70.17897,10,61.68,320,35.98,25.7,0.739,320,142,178,61,259,142,178,61,259,13,286
"2257","200927",2009,10,43.76333,-70.08225,8.7,77.2,384,50.4,26.8,0.888,384,172,212,94,290,172,212,94,290,13,286
"2258","200928",2009,10,43.70175,-69.86883,8.5,35.98,122,16.04,19.94,0.772,122,58,64,4,118,58,64,4,118,13,286
"2259","200929",2009,10,43.66742,-69.84795,15.8,8.88,27,3.26,5.62,0.371,27,15,12,2,25,15,12,2,25,13,286
"2260","20093",2009,10,42.89978,-70.68687,30.9,12.18,58,8.72,3.46,0.844,58,19,39,9,49,19,39,9,49,5,278
"2261","200930",2009,10,43.74505,-69.74116,10.5,22.14,119,11.88,10.26,0.821,119,53,66,25,94,53,66,25,94,14,287
"2262","200931",2009,10,43.7649,-69.69803,29.5,85.34,476,41.32,44.02,0.601,476,254,222,158,318,254,222,158,318,14,287
"2263","200932",2009,10,43.737,-69.66373,33.4,46.82,289,26.3,20.52,0.802,289,135,154,97,192,135,154,97,192,14,287
"2264","200933",2009,10,43.68517,-69.65658,45.1,85.34,360,45.7,39.64,0.835,360,163,197,55,305,163,197,55,305,14,287
"2265","200934",2009,10,43.82757,-69.48802,38,88.26,507,43.22,45.04,0.835,507,252,255,167,340,252,255,167,340,15,288
"2266","200935",2009,10,43.76298,-69.50522,56,11.36,40,6.3,5.06,0.816,40,16,24,1,39,16,24,1,39,15,288
"2267","200936",2009,10,43.7505,-69.432,45.8,19.18,63,8.66,10.52,0.792,63,34,29,2,61,34,29,2,61,15,288
"2268","200937",2009,10,43.69507,-69.51135,61.9,0.78,1,0,0.78,0.51,1,1,0,0,1,1,0,0,1,15,288
"2269","200938",2009,10,43.6081,-69.5476,58.9,0,0,0,0,0.836,0,0,0,0,0,0,0,0,0,15,288
"2270","200939",2009,10,43.57193,-69.63093,69.9,1.5,2,0,1.5,0.815,2,2,0,0,2,2,0,0,2,15,288
"2271","20094",2009,10,42.93647,-70.74683,15.6,21.24,110,7.92,13.32,0.833,110,66,44,8,102,66,44,8,102,5,278
"2272","200940",2009,10,43.77322,-69.18077,47.5,90.06,381,44.02,46.04,0.802,381,184,197,89,292,184,197,89,292,20,293
"2273","200941",2009,10,43.77143,-69.11715,49.2,79.72,217,46.62,33.1,0.86,217,105,112,4,213,105,112,4,213,20,293
"2274","200942",2009,10,43.79877,-69.07487,44.8,118.5,358,57.06,61.44,0.832,358,189,169,17,341,189,169,17,341,20,293
"2275","200943",2009,10,43.88365,-69.23037,32.3,420.16,2146,202.8,217.36,0.784,1830,916,2,471,1359,2141.32461873638,4.67538126361656,552.331147540984,1593.66885245902,20,293
"2276","200944",2009,10,44.28097,-68.85493,14.6,5.7,11,4.22,1.48,0.801,11,4,7,0,11,4,7,0,11,21,294
"2277","200945",2009,10,44.25558,-68.90297,18,6.2,23,4.08,2.12,0.544,23,7,16,0,23,7,16,0,23,21,294
"2278","200946",2009,10,44.13242,-68.94602,34.7,82.12,332,51.46,30.66,0.651,332,139,193,53,279,139,193,53,279,21,294
"2279","200947",2009,10,44.15128,-69.01705,29.5,43.18,166,24.84,18.34,0.664,166,75,91,12,154,75,91,12,154,21,294
"2280","200948",2009,10,44.23647,-68.97873,31,28.22,144,19.68,8.54,0.763,144,52,92,16,128,52,92,16,128,21,294
"2281","200949",2009,10,44.11992,-69.0525,19.8,25.42,117,16.56,8.86,0.728,117,46,71,18,99,46,71,18,99,21,294
"2282","20095",2009,10,42.98135,-70.66407,14.2,80.9,485,40.88,40.02,0.789,485,259,226,137,348,259,226,137,348,5,278
"2283","200950",2009,10,43.77767,-68.7155,58.3,19.42,38,9.86,9.56,0.824,38,19,19,0,38,19,19,0,38,22,295
"2284","200951",2009,10,43.7813,-68.637,68.3,8.58,15,3.12,5.46,0.818,15,9,6,0,15,9,6,0,15,22,295
"2285","200952",2009,10,43.74165,-68.63407,75.2,2.34,3,0,2.34,0.725,3,3,0,0,3,3,0,0,3,22,295
"2286","200953",2009,10,43.78463,-68.66343,60,15.06,19,2.98,12.08,0.777,19,14,5,0,19,14,5,0,19,22,295
"2287","200954",2009,10,43.93502,-68.77335,47.6,72.52,225,35.84,36.68,0.811,225,113,112,13,212,113,112,13,212,23,296
"2288","200955",2009,10,43.91453,-68.75512,51.7,100.08,293,54.86,45.22,0.569,293,129,164,25,268,129,164,25,268,23,296
"2289","200956",2009,10,44.10335,-68.77237,14.5,45.12,181,31.26,13.86,0.79,181,67,114,8,173,67,114,8,173,23,296
"2290","200957",2009,10,44.14093,-68.7614,29.8,131.89,403,77.24,54.65,0.773,403,173,230,3,400,173,230,3,400,23,296
"2291","200958",2009,10,43.9222,-68.58328,51.4,64.86,138,36.62,28.24,0.775,138,67,71,0,138,67,71,0,138,26,299
"2292","200959",2009,10,43.88298,-68.4619,68.1,9.32,12,2.64,6.68,0.791,12,10,2,0,12,10,2,0,12,26,299
"2293","20096",2009,10,42.98918,-70.49757,48.3,3.66,9,2.94,0.72,0.826,9,3,6,0,9,3,6,0,9,6,279
"2294","200960",2009,10,43.91987,-68.40627,60.1,15.08,18,8.12,6.96,0.795,18,9,9,1,17,9,9,1,17,26,299
"2295","200961",2009,10,44.15348,-68.54553,13.1,38.04,157,21.2,16.84,0.799,157,72,85,11,146,72,85,11,146,26,299
"2296","200962",2009,10,44.01963,-68.39332,45.4,86.84,232,50.08,36.76,0.77,232,107,125,6,226,107,125,6,226,27,300
"2297","200963",2009,10,43.99182,-68.31085,53.1,40.94,73,19.32,21.62,0.837,73,41,32,0,73,41,32,0,73,27,300
"2298","200964",2009,10,43.9426,-68.28512,53.8,19.4,32,7.86,11.54,0.842,32,17,15,0,32,17,15,0,32,27,300
"2299","200965",2009,10,44.01528,-68.2478,52.8,30.4,53,12.12,18.28,0.812,53,28,25,0,53,28,25,0,53,27,300
"2300","200966",2009,10,44.04202,-68.26622,52,67.52,143,32.6,34.92,0.679,143,68,75,2,141,68,75,2,141,27,300
"2301","200967",2009,10,44.27697,-68.4672,23.6,25.72,100,14.7,11.02,0.641,100,44,56,5,95,44,56,5,95,28,301
"2302","200968",2009,10,44.30812,-68.46977,33.9,24.92,75,17.74,7.18,0.823,75,24,51,2,73,24,51,2,73,28,301
"2303","200969",2009,10,44.24088,-68.45495,12.3,69.58,272,44.8,24.78,0.791,272,109,163,10,262,109,163,10,262,28,301
"2304","20097",2009,10,42.95278,-70.36683,70.9,0.78,1,0.78,0,0.811,1,0,1,0,1,0,1,0,1,6,279
"2305","200970",2009,10,44.35643,-68.16862,26.5,116.04,701,64.86,51.18,0.802,701,324,1,314,387,698.843076923077,2.15692307692308,314,387,29,302
"2306","200971",2009,10,44.41905,-68.1892,25,135.54,461,75.38,60.16,0.734,461,221,240,16,445,221,240,16,445,29,302
"2307","200972",2009,10,44.43518,-68.15637,18.3,34.23,147,22.29,11.94,0.785,147,55,92,16,131,55,92,16,131,29,302
"2308","200973",2009,10,44.3819,-68.11633,19,126.38,760,87.46,38.92,0.823,760,352,408,267,493,352,408,267,493,29,302
"2309","200974",2009,10,44.31628,-68.1318,32.5,110.39,630,60.53,49.86,0.837,630,270,1,239,391,627.675276752768,2.32472324723247,239,391,29,302
"2310","200975",2009,10,44.28657,-68.13127,35.6,165.17,736,90.45,74.72,0.835,736,352,384,185,551,352,384,185,551,29,302
"2311","200976",2009,10,44.05778,-68.0536,61.5,24.08,42,9.68,14.4,0.6,41,26,15,0,41,26.6341463414634,15.3658536585366,0,42,30,303
"2312","200977",2009,10,44.10947,-68.00042,53.8,41.98,80,18.96,23.02,0.906,80,46,34,0,80,46,34,0,80,30,303
"2313","200978",2009,10,44.19183,-67.96925,44.5,58.64,152,30.58,28.06,0.776,152,71,81,4,148,71,81,4,148,30,303
"2314","200979",2009,11,44.24632,-67.918,40.2,51.78,181,19.5,32.28,0.831,181,109,72,16,165,109,72,16,165,2,306
"2315","20098",2009,10,43.0653,-70.41388,52,1.78,5,1.78,0,0.84,5,0,5,0,5,0,5,0,5,6,279
"2316","200980",2009,11,44.29095,-67.79897,38.6,23.26,69,10.72,12.54,0.734,69,42,27,1,68,42,27,1,68,2,306
"2317","200981",2009,11,44.16653,-67.8088,73.7,3.32,3,1.76,1.56,0.801,3,1,2,0,3,1,2,0,3,2,306
"2318","200982",2009,11,44.20438,-67.77248,69.7,29.96,44,5.92,24.04,0.823,44,35,9,0,44,35,9,0,44,2,306
"2319","200983",2009,11,44.31762,-67.5935,47.5,47.72,94,18.72,29,0.552,94,53,41,0,94,53,41,0,94,3,307
"2320","200984",2009,11,44.25672,-67.66623,56.4,26.7,22,14.68,12.02,0.78,22,13,9,0,22,13,9,0,22,3,307
"2321","200985",2009,11,44.29198,-67.51308,58.9,5.22,9,1.74,3.48,0.691,9,6,3,0,9,6,3,0,9,3,307
"2322","200986",2009,11,44.31402,-67.52567,53.9,7.2,8,1.82,5.38,0.861,8,5,3,0,8,5,3,0,8,3,307
"2323","200987",2009,11,44.48912,-67.78183,9.9,24.2,154,13.82,10.38,0.639,154,70,84,53,101,70,84,53,101,4,308
"2324","200988",2009,11,44.47003,-67.83148,10.3,0.58,4,0.12,0.46,0.814,4,3,1,1,3,3,1,1,3,4,308
"2325","200989",2009,11,44.50262,-67.69963,9.2,3.3,14,2.68,0.62,0.615,14,4,10,0,14,4,10,0,14,4,308
"2326","20099",2009,10,43.15372,-70.37805,49.1,8.2,32,4.94,3.26,0.842,32,12,20,2,30,12,20,2,30,6,279
"2327","200990",2009,11,44.52045,-67.44755,27.4,50.94,184,25.16,25.78,0.706,184,91,93,11,173,91,93,11,173,5,309
"2328","200991",2009,11,44.58625,-67.30272,29.6,52.26,211,25.36,26.9,0.892,211,111,100,17,194,111,100,17,194,5,309
"2329","200992",2009,11,44.41667,-67.45858,44.4,35.52,62,16.86,18.66,0.522,62,36,26,0,62,36,26,0,62,5,309
"2330","20101",2010,10,42.93792,-70.74328,15.7,57.3,295,23.98,33.32,0.8235,295,156,139,51,244,156,139,51,244,4,277
"2331","201010",2010,10,43.1972,-70.51543,17.5,40.08,173,20.88,19.2,0.8276,173,83,90,28,145,83,90,28,145,8,281
"2332","201011",2010,10,43.22188,-70.57015,14.1,70.2,376,30.96,39.24,0.854,376,192,184,126,250,192,184,126,250,8,281
"2333","201012",2010,10,43.30297,-70.4956,18.1,53.28,374,22.4,30.88,0.5853,374,191,183,165,209,191,183,165,209,8,281
"2334","201013",2010,10,43.25292,-70.14643,75,0.205,4,0.142,0.063,0.797,4,1,3,4,0,1,3,4,0,8,281
"2335","201014",2010,10,43.35583,-70.08582,82,1.29,1,0,1.29,0.8608,1,1,0,0,1,1,0,0,1,8,281
"2336","201015",2010,10,43.40633,-70.09068,65.4,0.67,1,0,0.67,0.8314,1,1,0,0,1,1,0,0,1,8,281
"2337","201016",2010,10,43.48968,-70.19118,35.2,78.88,307,42.7,36.18,0.82,307,141,166,42,265,141,166,42,265,9,282
"2338","201017",2010,10,43.43158,-70.27873,34.6,71.59,338,37.03,34.56,0.6944,338,168,170,81,257,168,170,81,257,9,282
"2339","201018",2010,10,43.48108,-69.96477,64.9,0.27,1,0,0.27,0.8502,1,1,0,0,1,1,0,0,1,11,284
"2340","201019",2010,10,43.4622,-69.83425,74.8,0,0,0,0,0.8097,0,0,0,0,0,0,0,0,0,11,284
"2341","20102",2010,10,42.86988,-70.74083,19.5,22.25,106,11.9,10.35,0.867,106,50,56,21,85,50,56,21,85,5,278
"2342","201020",2010,10,43.55208,-69.91668,51.8,1.9,5,0,1.9,0.8134,5,5,0,0,5,5,0,0,5,11,284
"2343","201021",2010,10,43.61168,-69.86073,43.8,25.22,78,10.5,14.72,0.6629,78,46,32,8,70,46,32,8,70,11,284
"2344","201022",2010,10,43.76318,-70.08045,8.5,42.86,175,25.46,17.4,0.8295,175,90,85,25,150,90,85,25,150,12,285
"2345","201023",2010,10,43.66185,-70.08118,19.6,135.58,1060,75.18,60.4,0.7617,1060,542,518,638,422,542,518,638,422,12,285
"2346","201024",2010,10,43.6497,-70.00947,28.2,35.76,241,14.56,21.2,0.6008,241,138,103,133,108,138,103,133,108,12,285
"2347","201025",2010,10,43.65933,-69.95233,27.4,58.75,469,25.77,32.98,0.827,469,246,223,280,189,246,223,280,189,12,285
"2348","201026",2010,10,43.70092,-69.93762,20.4,98.38,612,44.52,53.86,0.7978,612,315,297,270,342,315,297,270,342,12,285
"2349","201027",2010,10,43.79283,-69.69658,27.2,116.16,704,54.4,61.76,0.7221,704,332,372,292,412,332,372,292,412,13,286
"2350","201028",2010,10,43.76625,-69.69932,28.3,47.4,132,24.58,22.82,0.3829,132,48,84,83,49,48,84,83,49,13,286
"2351","201029",2010,10,43.71122,-69.82012,6.7,25.42,136,13.52,11.9,0.812,136,57,79,55,81,57,79,55,81,13,286
"2352","20103",2010,10,42.90707,-70.67815,30.3,21.9,80,12.42,9.48,0.8402,80,46,34,17,63,46,34,17,63,5,278
"2353","201030",2010,10,43.69983,-69.74627,18.9,42.96,157,20.02,22.94,0.8064,157,80,77,5,152,80,77,5,152,13,286
"2354","201031",2010,10,43.63447,-69.7509,45.8,66.48,223,30.48,36,0.8425,223,119,104,23,200,119,104,23,200,13,286
"2355","201032",2010,10,43.62713,-69.71253,52,31.92,87,0,0,0.8612,87,44,43,2,85,44,43,2,85,13,286
"2356","201033",2010,10,43.76557,-69.48083,47.2,53.22,203,0,0,0.8472,203,106,97,17,186,106,97,17,186,14,287
"2357","201034",2010,10,43.73708,-69.4978,53.6,11.46,42,5.4,6.06,0.8749,42,26,16,5,37,26,16,5,37,14,287
"2358","201035",2010,10,43.68217,-69.5134,67.8,2.46,7,1.32,1.14,0.8306,7,3,4,0,7,3,4,0,7,14,287
"2359","201036",2010,10,43.63057,-69.47657,76.1,0.08,1,0,0.08,0.8727,1,1,0,0,1,1,0,0,1,14,287
"2360","201037",2010,10,43.61538,-69.55132,74.6,0.65,1,0,0.65,0.7953,1,1,0,0,1,1,0,0,1,14,287
"2361","201038",2010,10,43.57185,-69.63175,72,0,0,0,0,0.8152,0,0,0,0,0,0,0,0,0,14,287
"2362","201039",2010,10,43.77217,-69.18107,48.4,63.35,304,30.75,32.6,0.58,304,148,156,90,214,148,156,90,214,18,291
"2363","20104",2010,10,42.87993,-70.6057,44.1,5.7,19,2.82,2.88,0.8139,19,9,10,0,19,9,10,0,19,5,278
"2364","201040",2010,10,43.8115,-69.07092,43.2,89.15,337,41.45,47.7,0.82,337,166,171,50,287,166,171,50,287,18,291
"2365","201041",2010,10,43.80008,-69.04603,42.6,164.03,633,88.54,75.49,0.81,633,291,342,107,526,291,342,107,526,18,291
"2366","201042",2010,10,44.2263,-68.8568,16.9,10.02,33,8.34,1.68,0.821145,33,8,25,1,32,8,25,1,32,19,292
"2367","201043",2010,10,44.3005,-68.79297,22,2.76,4,0,2.76,0.632347,4,4,0,0,4,4,0,0,4,19,292
"2368","201044",2010,10,44.31012,-68.87815,20.4,0.29,1,0.29,0,0.514277,1,0,1,0,1,0,1,0,1,19,292
"2369","201045",2010,10,44.20485,-68.9925,30.7,40.92,188,24.06,16.86,0.804344,188,80,108,15,173,80,108,15,173,19,292
"2370","201046",2010,10,44.25167,-69.00467,22.4,62.88,367,36.34,26.54,0.860199,367,152,215,59,308,152,215,59,308,19,292
"2371","201047",2010,10,44.13117,-69.04048,24.8,127.22,728,81.85,45.37,0.816059,728,286,442,126,602,286,442,126,602,19,292
"2372","201048",2010,10,43.64547,-69.13292,72.6,5.16,7,0,5.16,0.848735,7,7,0,1,6,7,0,1,6,20,293
"2373","201049",2010,10,43.55845,-69.13947,78.7,0.48,1,0,0.48,0.827141,1,1,0,0,1,1,0,0,1,20,293
"2374","20105",2010,10,42.91868,-70.56038,42.3,12.82,37,9.02,3.8,0.8064,37,13,24,0,37,13,24,0,37,5,278
"2375","201050",2010,10,43.60605,-69.06427,76.1,5.48,5,0,5.48,0.887455,5,5,0,0,5,5,0,0,5,20,293
"2376","201051",2010,10,43.6063,-69.94735,66.8,5.78,10,0.41,5.38,0.9065,10,9,1,0,10,9,1,0,10,20,293
"2377","201052",2010,10,43.90505,-68.75692,47.6,112.34,524,56.2,56.14,0.809358,524,258,265,157,367,258.493307839388,265.506692160612,157,367,21,294
"2378","201053",2010,10,43.76885,-68.65353,65.3,21.06,30,4.38,16.68,0.807699,30,22,8,0,30,22,8,0,30,21,294
"2379","201054",2010,10,43.7391,-68.63143,60.9,24.6,28,8.3,16.3,0.819026,28,20,8,0,28,20,8,0,28,21,294
"2380","201055",2010,10,43.91682,-68.77573,51.5,124.22,577,64.02,60.2,0.763298,577,261,316,140,437,261,316,140,437,21,294
"2381","201056",2010,10,44.13382,-68.7561,29.2,329.98,1230,197.19,132.79,0.800371,1230,515,715,47,1183,515,715,47,1183,22,295
"2382","201057",2010,10,44.1869,-68.73755,13.8,112.44,447,73.44,39,0.63671,447,169,278,6,441,169,278,6,441,22,295
"2383","201058",2010,10,43.83287,-68.51662,82.1,18.36,25,5.26,13.1,0.8477,25,19,6,0,25,19,6,0,25,25,298
"2384","201059",2010,10,43.87583,-68.39948,67.7,24.98,35,10.2,14.78,0.8322,35,24,11,0,35,24,11,0,35,25,298
"2385","20106",2010,10,42.98858,-70.50262,48.5,14.9,36,11.02,3.88,0.7735,36,16,20,1,35,16,20,1,35,7,280
"2386","201060",2010,10,43.91342,-68.41885,59.3,19.26,26,2.84,16.42,0.8092,26,22,4,0,26,22,4,0,26,25,298
"2387","201061",2010,10,43.98835,-68.44193,46.6,24.64,76,14.86,9.78,0.4166,76,28,48,3,73,28,48,3,73,25,298
"2388","201062",2010,10,44.36033,-68.53443,18,15.82,42,9.74,6.08,0.777,42,17,25,1,41,17,25,1,41,26,299
"2389","201063",2010,10,44.38855,-68.52867,12.6,10.43,18,5.64,4.79,0.8124,18,7,11,0,18,7,11,0,18,26,299
"2390","201064",2010,10,44.25763,-68.4407,23.6,309.5,1456,169.56,139.94,0.6784,1456,604,852,210,1246,604,852,210,1246,26,299
"2391","201065",2010,10,44.01608,-68.20225,52.4,20.92,43,4.42,16.5,0.4864,43,32,11,1,42,32,11,1,42,27,300
"2392","201066",2010,10,44.0617,-68.0498,59.2,17.72,28,6.84,10.88,0.4567,28,17,11,0,28,17,11,0,28,27,300
"2393","201067",2010,10,44.13347,-68.13308,45.6,78.34,398,36.18,42.16,0.8555,398,207,191,79,319,207,191,79,319,28,301
"2394","201068",2010,10,44.44855,-68.24193,22,46.5,178,30.12,16.38,0.8284,178,71,107,6,172,71,107,6,172,29,302
"2395","201069",2010,10,44.44592,-68.16915,19.4,47.34,237,26.42,20.92,0.8134,237,114,123,44,193,114,123,44,193,29,302
"2396","20107",2010,10,43.01922,-70.45457,52.3,4,10,1.48,2.52,0.8213,10,6,4,0,10,6,4,0,10,7,280
"2397","201070",2010,10,44.36018,-68.16292,25.6,96.26,840,52.02,44.24,0.8494,840,390,450,464,376,390,450,464,376,29,302
"2398","201071",2010,10,44.28473,-68.13232,36.3,114.34,768,65.66,48.68,0.9099,768,336,432,373,395,336,432,373,395,29,302
"2399","201072",2010,10,44.22277,-68.13298,33.5,118.1,865,61.08,57.02,0.8009,865,427,438,442,423,427,438,442,423,29,302
"2400","201073",2010,11,44.19732,-67.80188,69.9,13.96,17,3.76,10.2,0.8453,17,13,4,0,17,13,4,0,17,1,305
"2401","201074",2010,11,44.16655,-67.76738,93.6,4.84,3,3.44,1.4,0.7685,3,1,2,0,3,1,2,0,3,1,305
"2402","201075",2010,11,44.46427,-67.85473,5.1,0.46,6,0.32,0.14,0.8535,6,3,3,4,2,3,3,4,2,1,305
"2403","201076",2010,11,44.33365,-67.61787,44.9,57.64,162,26.16,31.48,0.6353,162,90,72,4,158,90,72,4,158,2,306
"2404","201077",2010,11,44.29905,-67.69938,44.1,49.82,91,28.62,21.2,0.7267,91,46,45,0,91,46,45,0,91,2,306
"2405","201078",2010,11,44.3476,-67.71618,35.5,58.64,199,30.7,27.94,0.632,199,97,1,6,193,196.969387755102,2.03061224489796,6,193,2,306
"2406","201079",2010,11,44.3134,-67.52632,55.7,19.48,32,5.6,13.88,0.8044,32,24,8,1,31,24,8,1,31,3,307
"2407","20108",2010,10,42.95902,-70.4227,59.5,0,0,0,0,0.8277,0,0,0,0,0,0,0,0,0,7,280
"2408","201080",2010,11,44.30027,-67.49773,63.6,17.94,19,2.78,15.16,0.8705,19,15,4,0,19,15,4,0,19,3,307
"2409","201081",2010,11,44.2461,-67.48428,99.1,2.52,2,0,2.52,0.7148,2,2,0,0,2,2,0,0,2,3,307
"2410","201082",2010,11,44.28927,-67.62123,49.6,28.44,35,13.82,14.62,0.8236,35,22,13,0,35,22,13,0,35,3,307
"2411","201083",2010,11,44.28828,-67.66387,50.3,29.32,48,13.12,16.2,0.8097,48,31,17,0,48,31,17,0,48,3,307
"2412","201084",2010,11,44.64035,-67.3202,10.1,10.26,52,5.84,4.42,0.6704,52,24,28,4,48,24,28,4,48,4,308
"2413","201085",2010,11,44.59745,-67.43785,10.7,0.63,3,0.6,0.03,0.8566,3,1,2,1,2,1,2,1,2,4,308
"2414","20109",2010,10,42.95255,-70.49747,41.8,4.36,13,2.4,1.96,0.8363,13,4,9,1,12,4,9,1,12,7,280
"2415","20111",2011,10,42.96282,-70.64532,19.8,59.08,271,24.82,34.26,0.58,271,145,126,55,216,145,126,55,216,4,277
"2416","201110",2011,10,43.197,-70.51407,16.8,35.18,174,16.72,18.46,0.62,174,99,75,42,132,99,75,42,132,6,279
"2417","201111",2011,10,43.1851,-70.53993,15.8,71.48,434,32.56,38.92,0.81,434,240,194,115,319,240,194,115,319,6,279
"2418","201112",2011,10,43.26965,-70.56955,7.7,144.4,572,85.32,59.08,0.79,572,250,322,52,520,250,322,52,520,6,279
